issue_id,issue_desc,issue_comments,closed_at,created_at
172,"Sub-packages contains x.testdriver, x.datatransfer, x.util, x.logic, x.storage, x.search, x.webapi, x.automated."
129,"Cascade logic is handled by the Logic component."
70,"These configurations are cron jobs or task queue workers."
169,"Package overview contains test.driver, test.cases and subpackages."
19,"It is used for administrative purposes, e.g. migrating data to a new schema."
36,"User-invoked requests are all requests made by the users of the application, typically from the Web browser (i.e. by navigating to a particular URL of the application)."
22,"logic, ui.website, ui.controller represent an application of Model-View-Controller pattern."
28,"The framework will build those files into HTML, CSS and JavaScript files ready to be used by standard Web browsers."
132,"storage.entity contains classes that represent persistable entities."
147,"Attempt to create an entity with invalid data throws InvalidParametersException."
5,"This UI is a single HTML page generated by Angular framework."
136,"Represented by the Db classes."
153,"To API for deleting the following information are presented."
67,"Sixth, automatedServlet executes the action."
79,"Managing relationships between entities, e.g. cascade logic for create/update/delete."
112,"The following explains the FailDeleteSilentlyPolicy."
44,"Second, WebApiServlet uses the ActionFactory to generate the matching Action object, e.g. InstructorHomePageAction."
158,"common.exceptions contains custom exceptions."
82,"Providing a mechanism for checking access control rights."
163,"Test Driver can use the DataBundle in this manner to send an arbitrary number of objects to be persisted in the database."
29,"The UI component is the first stop for 99% of all requests that are received by the application."
193,"x.lnp contains load and performance tests (experimental)."
21,"The diagram below shows how the code in each component is organized into packages and the dependencies between them."
178,"x.search contains component test cases for testing the search functions."
87,"Logic API is represented by the classes Logic, GateKeeper, EmailGenerator, EmailSender, TaskQueuer."
77,"The Logic component handles the business logic of TEAMMATES."
72,"It is configured in cron.xml."
111,"To API for deleting entities the following information are presented."
20,"The Common component contains utility code (data transfer objects, helper classes, etc.) used across the application."
113,"In general, delete operation do not throw exceptions if the target entity does not exist."
185,"The E2E component has no knowledge of the internal workings of the application and can only interact either with Web browser as a whole application or REST API calls for the back-end logic."
43,"First, request forwarded to the WebApiServlet."
12,"Test data is transmitted using JSON format."
75,"It is configured in queue.xml as well as the TaskQueue nested class of the Const class."
145,"To API for creating the following information are presented."
130,"Package overview contains storage.api, storage.entity, storage.search."
191,"x.util contains component test cases for testing the test helpers."
126,"Instead, a corresponding non-persistent data transfer object named Attributes (e.g., CourseAttributes is the data transfer object for Course entities) object is returned."
176,"x.logic contains component test cases for testing the Logic component."
138,"Add and Delete operations try to wait until data is persisted in the datastore before returning."
171,"test.cases contains test cases."
31,"First, request received by the GAE server."
51,"Requests for static asset files (e.g. CSS, JS files, images) are served directly without going through web.xml configuration at all."
73,"Task queue workers are hybrids of user-invoked and GAE-invoked in that they are queued by users (i.e. users request for the tasks to be added to queue), but executed by GAE (i.e. GAE determines when and which tasks in the queue are executed at any point of time)."
39,"First, request forwarded to WebPageServlet."
71,"Cron jobs are jobs that are automatically scheduled for a specified period of time, e.g. scheduling feedback session opening reminders."
3,"Given above is an overview of the main components."
15,"The E2E end-to-end component is used to interact with the application as a whole with Web browsers."
14,"HttpUnit is used to set up a simulated web server in servlet-level tests, where an actual web server is not required."
40,"Second, WebPageServlet returns the built single web page (index.html)."
103,"Attempting to retrieve objects using null parameters causes an assertion failure."
37,"The request will be processed as in the image."
45,"Third, WebApiServlet executes the action."
30,"Such a request will go through the following steps."
122,"Hiding the complexities of datastore from the Logic component."
157,"common.util contains utility classes."
139,"This is not enough to compensate for eventual consistency involving multiple servers in the GAE production environment."
180,"x.automated contains system test cases for testing the system-automated actions (manually invoked during testing)."
192,"x.e2e contains system test cases for testing the application as a whole."
135,"This is because we want to keep the data schema flexible so that new entity types can be added later with minimal modifications to existing elements."
146,"Attempt to create an entity that already exists throws EntityAlreadyExistsException."
121,"Validating data inside entities before creating/updating them, to ensure they are in a valid state."
188,"e2e.util contains helpers needed for running E2E tests."
166,"Some of these classes are methodless and thus more of a data structure rather than a class."
162,"Given below are three examples."
155,"The Common component contains common utilities used across TEAMMATES."
18,"The Client component can connect to the back end directly without using a Web browser."
62,"Second, requests generated by the GAE server are equipped with this privilege."
57,"Those keys are strings known only to the person who deployed the application (typically, the administrator)."
83,"Connecting to GAE-provided or third-party APIs, e.g. for adding tasks to the task queue and for sending emails with third-party providers."
128,"The Storage component does not perform any cascade delete/create operations."
6,"The initial page request is sent to the server over HTTP, and requests for data are sent asynchronously with AJAX."
116,"When a parent entity is deleted, entities that have referential integrity with the deleted entity should also be deleted."
123,"All GQL queries are to be contained inside the Storage component."
58,"Automated requests are all requests sent automatically by the GAE server during specific periods of time."
184,"This is how TEAMMATES testing maps to standard types of testing."
16,"Its primary function is for E2E tests."
84,"Package overview contains logic.api, logic.core."
165,"This structure can be used to send results of a feedback session (e.g., when showing a feedback session report to an instructor)."
174,"x.datatransfer contains component test cases for testing the datatransfer objects from the Common component."
108,"The UpdateOptions will specify what is used to identify the entity to update and what will be updated."
104,"Entity not found returns null if the target entity not found."
134,"Note that the navigability of the association links between entity objects appear to be in the reverse direction of what we see in a normal OOP design."
125,"Classes in the storage.entity package are not visible outside this component to hide information specific to data persistence."
63,"Third, administrators can manually invoke these requests."
149,"Attempt to retrieve an entity that does not exist returns null."
49,"The most common format is JsonResult (requests for obtaining data or processing existing data), and other formats are defined as necessary, e.g. FileDownloadResult (e.g. downloading feedback session report) and ImageResult (e.g. profile pictures)."
115,"The following explains the Cascade policy."
181,"Some Component tests are pure unit tests (i.e. testing one component in isolation) while others are integration tests that test units as well as integration of units with each other."
118,"The Storage component performs CRUD (Create, Read, Update, Delete) operations on data entities individually."
194,"The Client component contains scripts that can connect directly to the application back-end for administrative purposes, such as migrating data to a new schema and calculating statistics."
164,"This structure can be used to transfer data of a course (e.g., when constructing the home page for an instructor)."
23,"ui.website is not a real package."
66,"Fifth, automatedServlet uses the AutomatedActionFactory to generate the matching AutomatedAction object, e.g. CompileLogsAction."
34,"There are two general types of requests."
102,"To API for retrieving entities the following information are presented."
141,"Eventual consistency here means it takes some time for a database operation to propagate across all serves of the Google's distributed datastore."
182,"Front-end files (particularly TypeScript) are tested separately with Jest."
183,"The test cases are found in x.spec.ts files."
159,"common.datatransfer contains data transfer objects."
74,"This is typically used for tasks that may take a long time to finish and can exceed the 1 minute standard request processing limit imposed by GAE."
96,"Although this component provides methods to perform access control, the API itself is not access controlled."
173,"x.testdriver contains component test cases for testing the test driver infrastructure and helpers."
48,"Fifth, the Action packages and processes the result into an ActionResult object."
107,"Update is done using UpdateOptions inside every Attributes."
106,"To API for updating entities the following information are presented."
167,"These classes use public variables for data for easy access."
90,"EmailGenerator generates emails to be sent."
85,"logic.api provides the API of the component to be accessed by the UI."
197,"client.remoteapi classes needed to connect to the back end directly."
4,"The UI Browser seen by users consists of Web pages containing HTML, CSS for styling and JavaScript for client-side interactions such as sorting, input validation, etc.."
187,"Package overview contains e2e.util, e2e.pageobjects, e2e.cases, x.util, x.e2e, x.lnp."
7,"In the UI Server the entry point for the application back end logic is designed as a REST-ful controller."
189,"e2e.pageobjects contains abstractions of the pages as they appear on a Browser (i.e. SUTs)."
33,"Third, request forwarded to a Servlet object as specified in web.xml for further processing, depending on the type of request."
190,"e2e.cases contains test cases."
160,"common.datatransfer package contains lightweight data transfer object classes for transferring data among components."
